+-----+--------------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                             |
|eruvim-merged.txt-035b-0025  |43   |43:64.2%, 98:22.2%, 78:5.7%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-035b-0026  |43   |43:64.3%, 98:19.7%, 78:6.4%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-035b-0027  |43   |43:60.4%, 98:22.3%, 171:7.4%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-035b-0028  |43   |43:73.6%, 98:16.0%, 171:9.5%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-035b-0029  |43   |43:69.8%, 171:14.6%, 98:14.4%  |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0000  |43   |43:69.5%, 98:23.5%, 69:3.9%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0001  |43   |43:69.0%, 98:24.2%, 69:3.8%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0002  |43   |43:68.2%, 98:28.7%, 69:2.7%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0003  |43   |43:82.2%, 98:16.5%, 100:0.7%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0004  |43   |43:67.6%, 98:30.0%, 100:1.7%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0005  |43   |43:58.1%, 98:36.2%, 75:4.2%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0006  |43   |43:58.4%, 98:35.4%, 75:3.8%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0007  |43   |43:63.3%, 98:20.3%, 81:7.7%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0008  |43   |43:56.7%, 81:21.7%, 98:16.5%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0009  |43   |43:56.3%, 81:28.2%, 27:10.8%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0010  |43   |43:56.7%, 81:19.1%, 27:9.5%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0011  |43   |43:58.3%, 81:19.2%, 98:11.7%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0012  |43   |43:52.8%, 98:28.3%, 27:11.9%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0013  |43   |43:74.2%, 98:14.1%, 27:8.4%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0014  |43   |43:88.1%, 98:9.4%, 27:2.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0015  |43   |43:96.1%, 98:3.4%, 81:0.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0016  |43   |43:99.7%, 98:0.0%, 81:0.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0017  |43   |43:99.8%, 98:0.0%, 81:0.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0018  |43   |43:99.8%, 98:0.0%, 81:0.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0019  |43   |43:99.8%, 98:0.0%, 81:0.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0020  |43   |43:99.8%, 98:0.0%, 81:0.0%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0021  |43   |43:93.1%, 67:4.7%, 63:1.8%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0022  |43   |43:89.4%, 67:8.1%, 63:2.1%     |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0023  |43   |43:80.5%, 67:15.1%, 63:3.9%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0024  |43   |43:72.5%, 67:13.1%, 63:7.3%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0025  |43   |43:63.5%, 67:15.6%, 63:10.5%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0026  |43   |43:67.6%, 88:9.7%, 1:9.5%      |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0027  |43   |43:56.7%, 88:20.7%, 48:9.5%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0028  |43   |43:43.0%, 88:32.3%, 48:9.9%    |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0029  |43   |43:40.0%, 88:38.6%, 98:15.6%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0030  |43   |43:38.5%, 88:38.1%, 98:19.7%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0031  |43   |43:41.6%, 88:38.5%, 98:14.5%   |doubt, impure, ritual, immersed, pure, ritually, immerse, forty, bath, became                           |
|eruvim-merged.txt-036a-0032  |88   |88:61.7%, 43:20.8%, 1:17.1%    |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0033  |88   |88:66.9%, 43:18.0%, 1:14.7%    |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0034  |88   |88:71.0%, 1:18.0%, 43:10.6%    |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0035  |88   |88:84.3%, 1:11.0%, 43:4.3%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0036  |88   |88:99.6%, 98:0.0%, 81:0.0%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0037  |88   |88:99.3%, 98:0.0%, 81:0.0%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0038  |88   |88:99.4%, 98:0.0%, 81:0.0%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0039  |88   |88:96.8%, 43:2.6%, 98:0.0%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0040  |88   |88:95.2%, 43:4.3%, 98:0.0%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0041  |88   |88:94.8%, 43:4.7%, 98:0.0%     |window, permanent, loaf, ladder, occupied, temporary, unconsecrated, na, man, tomorrow                  |
|eruvim-merged.txt-036a-0042  |67   |67:48.4%, 88:43.1%, 43:8.1%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0043  |67   |67:70.2%, 88:23.4%, 43:6.0%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0044  |67   |67:84.3%, 88:12.0%, 43:3.3%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0045  |67   |67:99.6%, 98:0.0%, 81:0.0%     |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0046  |67   |67:99.6%, 98:0.0%, 81:0.0%     |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0047  |67   |67:99.5%, 98:0.0%, 81:0.0%     |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0048  |67   |67:91.4%, 1:8.0%, 98:0.0%      |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0049  |67   |67:80.3%, 1:18.8%, 98:0.0%     |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0050  |67   |67:75.7%, 1:23.3%, 98:0.0%     |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036a-0051  |67   |67:47.3%, 1:28.9%, 81:16.7%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036b-0000  |67   |67:47.5%, 1:27.6%, 43:14.9%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036b-0001  |67   |67:43.4%, 1:27.5%, 43:12.4%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036b-0002  |67   |67:43.2%, 1:27.0%, 43:11.8%    |tithe, teruma, produce, tenth, flask, designated, tevel, contents, pile, tithed                         |
|eruvim-merged.txt-036b-0003  |171  |171:31.2%, 67:23.5%, 1:20.3%   |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0004  |171  |171:53.7%, 67:23.0%, 127:7.8%  |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0005  |171  |171:80.8%, 126:8.4%, 127:7.5%  |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0006  |171  |171:90.3%, 126:5.9%, 157:3.1%  |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0007  |171  |171:92.6%, 126:5.6%, 42:1.2%   |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0008  |171  |171:96.4%, 42:3.0%, 98:0.0%    |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0009  |171  |171:95.1%, 42:2.3%, 40:2.1%    |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0010  |171  |171:87.9%, 27:8.9%, 42:2.0%    |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0011  |171  |171:63.9%, 27:30.6%, 72:4.9%   |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0012  |27   |27:49.9%, 171:45.3%, 72:4.2%   |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0013  |27   |27:81.6%, 171:17.9%, 98:0.0%   |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0014  |27   |27:99.6%, 98:0.0%, 81:0.0%     |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0015  |27   |27:99.6%, 98:0.0%, 81:0.0%     |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0016  |27   |27:99.6%, 98:0.0%, 81:0.0%     |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0017  |27   |27:99.6%, 98:0.0%, 81:0.0%     |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0018  |27   |27:97.5%, 112:2.0%, 98:0.0%    |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0019  |27   |27:93.0%, 171:4.0%, 112:2.4%   |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0020  |27   |27:88.2%, 171:6.7%, 112:2.7%   |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0021  |27   |27:59.4%, 171:23.5%, 81:7.3%   |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0022  |27   |27:48.3%, 80:22.3%, 171:18.5%  |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0023  |27   |27:43.5%, 80:24.5%, 171:21.6%  |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0024  |27   |27:34.5%, 80:27.9%, 171:23.0%  |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0025  |27   |27:39.8%, 171:36.0%, 80:23.7%  |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0026  |27   |27:40.0%, 171:39.7%, 80:19.6%  |sage, concerning, generalization, green, tree, referring, grain, belongs, cistern, clover               |
|eruvim-merged.txt-036b-0027  |171  |171:36.6%, 80:29.1%, 27:26.5%  |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0028  |171  |171:46.2%, 80:31.9%, 27:17.3%  |day, east, west, directions, town, inhabitants, days, shall, south, hashana                             |
|eruvim-merged.txt-036b-0029  |80   |80:40.1%, 171:40.1%, 27:10.7%  |retroactive, designation, huts, principle, allowance, yosei, coin, apply, wine, tosefta                 |
|eruvim-merged.txt-036b-0030  |80   |80:47.2%, 171:25.4%, 1:16.5%   |retroactive, designation, huts, principle, allowance, yosei, coin, apply, wine, tosefta                 |
|eruvim-merged.txt-036b-0031  |80   |80:49.3%, 171:22.8%, 1:20.7%   |retroactive, designation, huts, principle, allowance, yosei, coin, apply, wine, tosefta                 |
|eruvim-merged.txt-036b-0032  |80   |80:43.7%, 171:22.5%, 1:19.4%   |retroactive, designation, huts, principle, allowance, yosei, coin, apply, wine, tosefta                 |
|eruvim-merged.txt-036b-0033  |80   |80:52.3%, 1:28.3%, 27:10.9%    |retroactive, designation, huts, principle, allowance, yosei, coin, apply, wine, tosefta                 |
